experiment,dataset,corruption_type,stress_level,seed,objective,eval_accuracy,eval_nll,eval_ece,eval_brier,eval_mean_true_probability,eval_train_corrupted_fraction
soft_label,digits,clean,0.0,101,kl,0.9574074074074074,0.17995841801166534,0.02746161255571579,0.07164382934570312,0.9515641927719116,0.0
soft_label,digits,clean,0.0,101,kl_smoothed,0.9611111111111111,0.17878982424736023,0.023476310902171647,0.06728342175483704,0.9524958729743958,0.0
soft_label,digits,clean,0.0,101,kl_capped,0.0,3.2543270587921143,0.1419965569343832,1.023645281791687,0.04233499988913536,0.0
soft_label,digits,clean,0.0,101,jensen_shannon,0.9574074074074074,0.2184690684080124,0.03261845652703885,0.0687129870057106,0.9580028653144836,0.0
soft_label,digits,clean,0.0,101,hellinger,0.9629629629629629,0.21759869158267975,0.025108436301902445,0.06206078827381134,0.9594964981079102,0.0
soft_label,digits,clean,0.0,101,fisher_rao,0.9574074074074074,0.20785285532474518,0.02852604974199227,0.0666469857096672,0.9569688439369202,0.0
soft_label,digits,smoothing,0.1,101,kl,0.9481481481481482,0.261968195438385,0.13132696642919825,0.10171610862016678,0.806911289691925,1.0
soft_label,digits,smoothing,0.1,101,kl_smoothed,0.9462962962962963,0.1893329620361328,0.028837543063693575,0.08557374775409698,0.9353798031806946,1.0
soft_label,digits,smoothing,0.1,101,kl_capped,0.0,3.26576566696167,0.14184885753525628,1.0235925912857056,0.04240906611084938,1.0
soft_label,digits,smoothing,0.1,101,jensen_shannon,0.9629629629629629,0.17487022280693054,0.026750073499149693,0.06189528480172157,0.9571726322174072,1.0
soft_label,digits,smoothing,0.1,101,hellinger,0.9592592592592593,0.17385265231132507,0.026208888159857845,0.06943409144878387,0.9516705274581909,1.0
soft_label,digits,smoothing,0.1,101,fisher_rao,0.9574074074074074,0.17886410653591156,0.02783494017742298,0.07205985486507416,0.9504308700561523,1.0
soft_label,digits,smoothing,0.3,101,kl,0.9425925925925925,0.5835151672363281,0.3277870676583714,0.22057001292705536,0.6084981560707092,1.0
soft_label,digits,smoothing,0.3,101,kl_smoothed,0.9462962962962963,0.5770050287246704,0.3269675317737791,0.21701636910438538,0.611574649810791,1.0
soft_label,digits,smoothing,0.3,101,kl_capped,0.0,3.389249086380005,0.1448622707967405,1.0259846448898315,0.042399659752845764,1.0
soft_label,digits,smoothing,0.3,101,jensen_shannon,0.9314814814814815,0.2924029529094696,0.037413834311344,0.11716194450855255,0.8836790323257446,1.0
soft_label,digits,smoothing,0.3,101,hellinger,0.9351851851851852,0.5744938850402832,0.28079256415367126,0.20548443496227264,0.641369640827179,1.0
soft_label,digits,smoothing,0.3,101,fisher_rao,0.9296296296296296,0.5557380318641663,0.2621043955562291,0.19793854653835297,0.6535598039627075,1.0
soft_label,digits,symmetric_noise,0.1,101,kl,0.8703703703703703,0.44184839725494385,0.0292026057287499,0.1858832985162735,0.8315719962120056,0.09148766905330151
soft_label,digits,symmetric_noise,0.1,101,kl_smoothed,0.9055555555555556,0.3869383633136749,0.05560403146125649,0.15192574262619019,0.8929610252380371,0.09148766905330151
soft_label,digits,symmetric_noise,0.1,101,kl_capped,0.0,3.0988059043884277,0.13685810891566455,1.0119779109954834,0.04732710123062134,0.09148766905330151
soft_label,digits,symmetric_noise,0.1,101,jensen_shannon,0.9388888888888889,0.4385685622692108,0.04627599947982361,0.1055741086602211,0.9367802143096924,0.09148766905330151
soft_label,digits,symmetric_noise,0.1,101,hellinger,0.9407407407407408,0.3451012074947357,0.04553100908244101,0.09837653487920761,0.9406560659408569,0.09148766905330151
soft_label,digits,symmetric_noise,0.1,101,fisher_rao,0.95,0.2842988669872284,0.034683797094557024,0.08412191271781921,0.9466500878334045,0.09148766905330151
soft_label,digits,symmetric_noise,0.3,101,kl,0.8462962962962963,0.7627326846122742,0.2305342081244345,0.30359503626823425,0.5824679136276245,0.3031026252983294
soft_label,digits,symmetric_noise,0.3,101,kl_smoothed,0.85,0.7625584006309509,0.23347924467590123,0.3036804497241974,0.5831060409545898,0.3031026252983294
soft_label,digits,symmetric_noise,0.3,101,kl_capped,0.0,2.8389217853546143,0.1264505833387375,0.9839886426925659,0.059880051761865616,0.3031026252983294
soft_label,digits,symmetric_noise,0.3,101,jensen_shannon,0.9111111111111111,0.5731932520866394,0.06872632635964285,0.14875465631484985,0.9116060733795166,0.3031026252983294
soft_label,digits,symmetric_noise,0.3,101,hellinger,0.9185185185185185,0.49853515625,0.06250116433258412,0.13996632397174835,0.916620135307312,0.3031026252983294
soft_label,digits,symmetric_noise,0.3,101,fisher_rao,0.9166666666666666,0.5104390382766724,0.0654418217363181,0.14303305745124817,0.9155049920082092,0.3031026252983294
soft_label,digits,adversarial,0.1,101,kl,0.8740740740740741,0.43696916103363037,0.024326836455751323,0.18384398519992828,0.8317184448242188,0.09148766905330151
soft_label,digits,adversarial,0.1,101,kl_smoothed,0.9074074074074074,0.3848608136177063,0.055929589105976944,0.15091784298419952,0.8937265872955322,0.09148766905330151
soft_label,digits,adversarial,0.1,101,kl_capped,0.17037037037037037,2.362881660461426,0.1825056689204993,0.9069712162017822,0.18493475019931793,0.09148766905330151
soft_label,digits,adversarial,0.1,101,jensen_shannon,0.9388888888888889,0.4381120502948761,0.04670335446242928,0.1057085320353508,0.936672568321228,0.09148766905330151
soft_label,digits,adversarial,0.1,101,hellinger,0.9444444444444444,0.3435232639312744,0.04096185366312666,0.09572631865739822,0.9415039420127869,0.09148766905330151
soft_label,digits,adversarial,0.1,101,fisher_rao,0.9462962962962963,0.2836839556694031,0.038991723237214296,0.0826917365193367,0.9470493197441101,0.09148766905330151
soft_label,digits,adversarial,0.3,101,kl,0.8537037037037037,0.7610769867897034,0.23837266131131737,0.30256736278533936,0.5827686190605164,0.3031026252983294
soft_label,digits,adversarial,0.3,101,kl_smoothed,0.8537037037037037,0.7608429789543152,0.23797676342504998,0.3025701642036438,0.5834710597991943,0.3031026252983294
soft_label,digits,adversarial,0.3,101,kl_capped,0.18703703703703703,2.3179779052734375,0.10833217294679746,0.9021979570388794,0.11945866048336029,0.3031026252983294
soft_label,digits,adversarial,0.3,101,jensen_shannon,0.9203703703703704,0.5494331121444702,0.06297212254118041,0.14372533559799194,0.9159795641899109,0.3031026252983294
soft_label,digits,adversarial,0.3,101,hellinger,0.9259259259259259,0.4461098313331604,0.06065534656798395,0.12956379354000092,0.9190930724143982,0.3031026252983294
soft_label,digits,adversarial,0.3,101,fisher_rao,0.9148148148148149,0.5288538336753845,0.06897735678487354,0.14952977001667023,0.9106686115264893,0.3031026252983294
soft_label,digits,ambiguous,0.1,101,kl,0.9166666666666666,0.42205336689949036,0.08713204557145086,0.14922142028808594,0.8026671409606934,1.0
soft_label,digits,ambiguous,0.1,101,kl_smoothed,0.9351851851851852,0.28923335671424866,0.05262167205413183,0.11350226402282715,0.8585283160209656,1.0
soft_label,digits,ambiguous,0.1,101,kl_capped,0.024074074074074074,16.93330192565918,0.9615718526972664,1.9311447143554688,0.024112394079566002,1.0
soft_label,digits,ambiguous,0.1,101,jensen_shannon,0.9518518518518518,0.26779109239578247,0.029022920297251786,0.08630282431840897,0.925405740737915,1.0
soft_label,digits,ambiguous,0.1,101,hellinger,0.9425925925925925,0.27680566906929016,0.03064814011255898,0.09274332225322723,0.9135537147521973,1.0
soft_label,digits,ambiguous,0.1,101,fisher_rao,0.95,0.25732138752937317,0.02498288563004242,0.0832926332950592,0.9225462675094604,1.0
soft_label,digits,ambiguous,0.3,101,kl,0.8740740740740741,0.6996558308601379,0.22554178999529945,0.3091171383857727,0.6210594177246094,1.0
soft_label,digits,ambiguous,0.3,101,kl_smoothed,0.8592592592592593,0.7585276365280151,0.21887170595151406,0.32890084385871887,0.6087028384208679,1.0
soft_label,digits,ambiguous,0.3,101,kl_capped,0.1425925925925926,15.282313346862793,0.8494860388614512,1.7010624408721924,0.1425756961107254,1.0
soft_label,digits,ambiguous,0.3,101,jensen_shannon,0.9203703703703704,0.5764757990837097,0.1748072956999143,0.2309657335281372,0.7444683313369751,1.0
soft_label,digits,ambiguous,0.3,101,hellinger,0.9222222222222223,0.5758097171783447,0.17702643010351396,0.22863233089447021,0.7435362935066223,1.0
soft_label,digits,ambiguous,0.3,101,fisher_rao,0.9296296296296296,0.5532025694847107,0.18189362177142393,0.21494312584400177,0.7529198527336121,1.0
soft_label,digits,clean,0.0,202,kl,0.9388888888888889,0.3661800026893616,0.05170386400487688,0.10563672333955765,0.9349278211593628,0.0
soft_label,digits,clean,0.0,202,kl_smoothed,0.9425925925925925,0.3369746506214142,0.047995631672717906,0.1014166921377182,0.9368607401847839,0.0
soft_label,digits,clean,0.0,202,kl_capped,0.0,3.3528053760528564,0.14249400112915922,1.0264168977737427,0.041689228266477585,0.0
soft_label,digits,clean,0.0,202,jensen_shannon,0.9351851851851852,0.4500712454319,0.05147490689048056,0.11086218804121017,0.9346282482147217,0.0
soft_label,digits,clean,0.0,202,hellinger,0.9425925925925925,0.4128477871417999,0.04292782843112945,0.0972115695476532,0.9398636221885681,0.0
soft_label,digits,clean,0.0,202,fisher_rao,0.9444444444444444,0.37453216314315796,0.035479553209410805,0.08874183148145676,0.9418057799339294,0.0
soft_label,digits,smoothing,0.1,202,kl,0.9518518518518518,0.3338141441345215,0.12394997140875572,0.10463481396436691,0.8134429454803467,1.0
soft_label,digits,smoothing,0.1,202,kl_smoothed,0.9314814814814815,0.3864349126815796,0.04067289514674083,0.11043725162744522,0.9245720505714417,1.0
soft_label,digits,smoothing,0.1,202,kl_capped,0.0,3.386460065841675,0.1437333243864554,1.0277084112167358,0.04199305549263954,1.0
soft_label,digits,smoothing,0.1,202,jensen_shannon,0.9351851851851852,0.416826456785202,0.04604563713073735,0.10316760092973709,0.9345008134841919,1.0
soft_label,digits,smoothing,0.1,202,hellinger,0.9425925925925925,0.3750858008861542,0.037042204814928585,0.09585628658533096,0.9369524717330933,1.0
soft_label,digits,smoothing,0.1,202,fisher_rao,0.937037037037037,0.3801635503768921,0.041778934222680586,0.09990864992141724,0.9349992275238037,1.0
soft_label,digits,smoothing,0.3,202,kl,0.9518518518518518,0.6132893562316895,0.3227310262344501,0.20744191110134125,0.6247712969779968,1.0
